node_id,node_type,community,weighted_degree,raw_weighted_degree,snapshot_id,model_version
USR-00603,user,5,35.104458323125726,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00604,user,4,26.013428157846864,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00605,user,5,22.33394055533975,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00606,user,4,28.121439915979117,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00607,user,5,30.012889028262244,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00608,user,0,19.4811337205032,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00609,user,4,13.845175010994364,15.0,snap_b65ab0cef6cd9077,1.1.0
USR-00610,user,1,17.434607264711847,16.0,snap_b65ab0cef6cd9077,1.1.0
USR-00611,user,2,24.521983126883384,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00612,user,2,34.18022778940279,49.0,snap_b65ab0cef6cd9077,1.1.0
USR-00613,user,5,23.500083117295702,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00614,user,5,22.045331481719952,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00615,user,3,18.87059319588301,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00616,user,4,31.386746245679813,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00617,user,4,22.454744406386755,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00618,user,3,33.013209023504345,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00619,user,0,16.236489211189543,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00620,user,0,40.36965028839221,54.0,snap_b65ab0cef6cd9077,1.1.0
USR-00621,user,4,31.672905370068293,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00622,user,1,16.522571500945993,19.0,snap_b65ab0cef6cd9077,1.1.0
USR-00623,user,5,28.453120087934217,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00624,user,1,13.255965190760504,14.0,snap_b65ab0cef6cd9077,1.1.0
USR-00625,user,5,17.501504566043074,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00626,user,1,19.493251247596284,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00627,user,4,29.618479624297485,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00628,user,0,13.255414529230181,15.0,snap_b65ab0cef6cd9077,1.1.0
USR-00629,user,3,32.626567494672486,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00630,user,4,39.768877584705464,56.0,snap_b65ab0cef6cd9077,1.1.0
USR-00631,user,5,21.759870451206627,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00632,user,4,27.748061491753194,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00633,user,0,22.25758166495714,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00634,user,3,29.91271076858502,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00635,user,0,37.404354217653534,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00636,user,0,34.492669070538945,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00637,user,2,24.849913371287602,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00638,user,4,24.370079452669124,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00639,user,4,18.922744684913535,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00640,user,5,24.958899702261885,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00641,user,4,31.008354961751813,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00642,user,4,42.26728749548776,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00643,user,0,17.386235084055965,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00644,user,3,31.318620683516748,57.0,snap_b65ab0cef6cd9077,1.1.0
USR-00645,user,2,31.752192392897232,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00646,user,2,32.44855327257344,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00647,user,0,22.226050475953635,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00648,user,1,27.370926940321848,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00649,user,2,31.511466789545878,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00650,user,0,18.531822845356743,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00651,user,1,20.321978610413026,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00652,user,5,31.012394005610226,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00653,user,2,30.985379401187224,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00654,user,3,41.567958288287485,60.0,snap_b65ab0cef6cd9077,1.1.0
USR-00655,user,4,36.97758475305701,54.0,snap_b65ab0cef6cd9077,1.1.0
USR-00656,user,3,31.273336064519675,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00657,user,4,28.56078139737537,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00658,user,3,34.486466032771965,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00659,user,2,29.908372855887052,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00660,user,1,32.25464418695128,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00661,user,5,31.254452262900227,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00662,user,5,23.85136571970907,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00663,user,0,27.565988043515077,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00664,user,0,18.934875317356667,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00665,user,3,29.640736821014883,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00666,user,4,29.780036720147436,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00667,user,4,42.756550643177015,51.0,snap_b65ab0cef6cd9077,1.1.0
USR-00668,user,5,42.02096821794369,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00669,user,3,27.014005248162043,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00670,user,1,25.65184878706573,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00671,user,0,17.206610659892263,19.0,snap_b65ab0cef6cd9077,1.1.0
USR-00672,user,2,16.390235428766275,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00673,user,5,31.351176658975024,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00674,user,2,34.0670753450277,46.0,snap_b65ab0cef6cd9077,1.1.0
USR-00675,user,2,13.835077710502622,11.0,snap_b65ab0cef6cd9077,1.1.0
USR-00676,user,1,19.412791756717006,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00677,user,5,26.465980323902016,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00678,user,1,24.137082047708123,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00679,user,0,32.39106419662181,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00680,user,3,27.609986112755767,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00681,user,0,24.684341050092875,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00682,user,3,15.845041789345121,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00683,user,0,30.203963721905858,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00684,user,1,16.818798161519677,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00685,user,2,33.71439865535647,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00686,user,3,32.25679107528874,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00687,user,1,45.80624511691137,68.0,snap_b65ab0cef6cd9077,1.1.0
USR-00688,user,5,38.687491054786264,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00689,user,4,24.563363774733233,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00690,user,1,39.53455562862469,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00691,user,3,25.289426828071004,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00692,user,5,13.914689071512228,13.0,snap_b65ab0cef6cd9077,1.1.0
USR-00693,user,3,17.274410926375964,19.0,snap_b65ab0cef6cd9077,1.1.0
USR-00694,user,3,32.06464495018971,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00695,user,5,27.450654394896652,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00696,user,1,37.332154033564606,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00697,user,4,32.19126424209794,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00698,user,2,27.474385368680274,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00699,user,2,28.469842687368,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00700,user,3,30.207810778108527,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00701,user,3,28.879498086112154,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00702,user,3,21.333386537150563,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00703,user,0,22.34691535933017,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00704,user,5,17.563151402107174,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00705,user,1,37.11834256395213,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00706,user,2,22.304461021959504,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00707,user,4,42.571898991898664,54.0,snap_b65ab0cef6cd9077,1.1.0
USR-00708,user,4,31.551783933844384,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00709,user,2,24.397141611153458,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00710,user,1,24.126757878603044,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00711,user,5,25.835847557964122,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00712,user,2,38.824299793665176,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00713,user,4,25.926071002804495,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00714,user,5,25.77655677628818,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00715,user,4,13.698964680485066,13.0,snap_b65ab0cef6cd9077,1.1.0
USR-00716,user,2,32.886277473203485,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00717,user,3,49.5279448032581,70.0,snap_b65ab0cef6cd9077,1.1.0
USR-00718,user,0,20.904873102370672,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00719,user,2,25.331152564032816,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00720,user,5,34.80966184845757,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00721,user,1,39.02038377221291,51.0,snap_b65ab0cef6cd9077,1.1.0
USR-00722,user,1,21.343476686387447,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00723,user,0,22.583596221868493,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00724,user,5,25.842164771802235,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00725,user,0,20.193502497353116,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00726,user,2,36.29035985406947,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00727,user,3,16.096142023166966,14.0,snap_b65ab0cef6cd9077,1.1.0
USR-00728,user,0,22.736399238639464,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00729,user,1,29.71462723790863,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00730,user,1,17.592213364796468,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00731,user,3,29.364824625850677,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00732,user,0,34.39580824960708,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00733,user,0,19.25024121646632,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00734,user,1,35.51186913387456,42.0,snap_b65ab0cef6cd9077,1.1.0
USR-00735,user,0,27.581311409591173,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00736,user,2,26.6329056555113,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00737,user,3,31.127471717661958,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00738,user,3,22.665210703751278,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00739,user,1,12.5784607902911,15.0,snap_b65ab0cef6cd9077,1.1.0
USR-00740,user,1,29.6815111526331,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00741,user,0,22.808437287276845,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00742,user,0,29.15703041933829,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00743,user,5,22.03688270189326,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00744,user,0,20.386494762218828,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00745,user,2,43.74712433028613,55.0,snap_b65ab0cef6cd9077,1.1.0
USR-00746,user,1,24.146621589626854,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00747,user,3,28.802067108183504,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00748,user,1,24.404486800678264,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00749,user,4,15.409960284449754,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00750,user,4,19.61501660896125,21.0,snap_b65ab0cef6cd9077,1.1.0
USR-00751,user,3,29.706527215397145,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00752,user,3,32.48443094832773,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00753,user,3,22.425835462276837,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00754,user,1,28.560197171362216,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00755,user,2,27.00208616694378,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00756,user,3,26.468433707633036,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00757,user,3,22.791359076827963,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00758,user,5,33.116882333546116,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00759,user,0,23.508750668081824,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00760,user,1,22.638233632326525,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00761,user,4,20.471580139903327,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00762,user,0,15.124827002526843,16.0,snap_b65ab0cef6cd9077,1.1.0
USR-00763,user,0,35.24887565839334,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00764,user,0,18.500027859140793,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00765,user,5,30.455370269722962,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00766,user,0,22.30438736692693,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00767,user,0,11.607396984717234,12.0,snap_b65ab0cef6cd9077,1.1.0
USR-00768,user,0,26.180401571646357,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00769,user,0,17.783121470645433,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00770,user,2,25.739968624090903,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00771,user,3,33.42557721679739,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00772,user,2,20.93595667946541,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00773,user,2,34.00883894234293,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00774,user,4,26.87382805762017,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00775,user,0,21.345549477751902,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00776,user,4,22.71579861911185,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00777,user,2,29.663074043223304,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00778,user,2,33.50829335524472,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00779,user,4,18.173306808119303,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00780,user,4,28.155013195101333,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00781,user,3,24.784341538753587,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00782,user,5,23.086442993429387,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00783,user,1,22.024885700991298,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00784,user,2,39.725756876119036,49.0,snap_b65ab0cef6cd9077,1.1.0
USR-00785,user,5,19.181659162970004,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00786,user,3,40.92669308369913,51.0,snap_b65ab0cef6cd9077,1.1.0
USR-00787,user,4,16.966672781634458,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00788,user,3,29.860275462108145,39.0,snap_b65ab0cef6cd9077,1.1.0
USR-00789,user,2,37.508581856100335,51.0,snap_b65ab0cef6cd9077,1.1.0
USR-00790,user,2,15.84199747971827,15.0,snap_b65ab0cef6cd9077,1.1.0
USR-00791,user,5,36.10316244596106,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00792,user,1,20.796771450855594,19.0,snap_b65ab0cef6cd9077,1.1.0
USR-00793,user,3,13.264845732336997,14.0,snap_b65ab0cef6cd9077,1.1.0
USR-00794,user,0,23.78524685127924,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00795,user,0,24.759588822854766,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00796,user,3,22.375564232932685,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00797,user,0,24.225114251645905,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00798,user,0,19.87122699744649,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00799,user,4,29.748092928781638,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00800,user,2,22.171929130363885,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00801,user,4,32.9932822655699,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00802,user,3,33.005487797120956,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00803,user,5,23.899156897462774,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00804,user,2,23.110485761939504,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00805,user,0,24.203541759339053,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00806,user,4,16.51277163108513,16.0,snap_b65ab0cef6cd9077,1.1.0
USR-00807,user,2,32.18957780756365,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00808,user,1,19.21704040669118,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00809,user,1,19.241226043008,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00810,user,5,28.407613622802423,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00811,user,0,25.176750696093553,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00812,user,1,41.47731072591447,56.0,snap_b65ab0cef6cd9077,1.1.0
USR-00813,user,5,43.51842726803751,53.0,snap_b65ab0cef6cd9077,1.1.0
USR-00814,user,2,20.033393248801392,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00815,user,0,19.707761818469137,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00816,user,5,26.326111416308546,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00817,user,5,16.552185503963802,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00818,user,1,37.14304236599688,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00819,user,2,26.475318709680018,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00820,user,2,25.76221108277575,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00821,user,0,24.08799517992234,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00822,user,2,27.878390691396707,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00823,user,3,35.079448385407076,44.0,snap_b65ab0cef6cd9077,1.1.0
USR-00824,user,2,12.56311581278635,11.0,snap_b65ab0cef6cd9077,1.1.0
USR-00825,user,4,29.623886437077218,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00826,user,0,38.81602723270423,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00827,user,2,18.065459272005594,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00828,user,3,31.841763947156675,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00829,user,5,16.31527616028674,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00830,user,3,27.666436633281755,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00831,user,2,29.913390492292667,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00832,user,1,46.805118337359644,63.0,snap_b65ab0cef6cd9077,1.1.0
USR-00833,user,1,24.522685288985375,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00834,user,2,29.68547529362951,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00835,user,4,36.23331988690812,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00836,user,2,29.734213647299065,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00837,user,4,40.438909068924595,55.0,snap_b65ab0cef6cd9077,1.1.0
USR-00838,user,5,31.703281649934066,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00839,user,1,30.4581375620251,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00840,user,1,38.42367195573991,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00841,user,0,23.26874191943902,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00842,user,4,35.117677358327406,52.0,snap_b65ab0cef6cd9077,1.1.0
USR-00843,user,1,29.453262233376954,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00844,user,1,26.71072295954796,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00845,user,0,13.557860813787725,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00846,user,5,20.412105804622033,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00847,user,1,39.81255636411706,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00848,user,2,28.401819269381278,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00849,user,0,24.270668635060048,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00850,user,5,20.88084446216703,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00851,user,0,23.070864495579197,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00852,user,0,25.147793829176585,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00853,user,4,28.49112069596362,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00854,user,5,37.534713240489765,53.0,snap_b65ab0cef6cd9077,1.1.0
USR-00855,user,3,32.653552404453336,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00856,user,1,19.664942505342232,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00857,user,4,42.084286746880025,52.0,snap_b65ab0cef6cd9077,1.1.0
USR-00858,user,5,29.850753485315877,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00859,user,3,37.26305797546918,49.0,snap_b65ab0cef6cd9077,1.1.0
USR-00860,user,1,36.60476594900461,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00861,user,5,31.803212193348855,38.0,snap_b65ab0cef6cd9077,1.1.0
USR-00862,user,4,29.76776205120975,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00863,user,4,17.004727889991912,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00864,user,0,38.63937737027753,58.0,snap_b65ab0cef6cd9077,1.1.0
USR-00865,user,0,25.81460292287901,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00866,user,5,28.29740290935537,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00867,user,5,23.406802503456603,23.0,snap_b65ab0cef6cd9077,1.1.0
USR-00868,user,4,18.171249145764676,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00869,user,0,32.52241096586198,45.0,snap_b65ab0cef6cd9077,1.1.0
USR-00870,user,3,36.225236912616715,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00871,user,4,30.5178477508276,40.0,snap_b65ab0cef6cd9077,1.1.0
USR-00872,user,0,45.66343073550866,72.0,snap_b65ab0cef6cd9077,1.1.0
USR-00873,user,5,33.961475586008625,34.0,snap_b65ab0cef6cd9077,1.1.0
USR-00874,user,3,31.358515546950343,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00875,user,4,17.699796286358648,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00876,user,5,26.167897584607406,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00877,user,1,27.40699809918229,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00878,user,3,25.06138725957344,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00879,user,2,28.062640377861825,31.0,snap_b65ab0cef6cd9077,1.1.0
USR-00880,user,2,14.41976196895359,16.0,snap_b65ab0cef6cd9077,1.1.0
USR-00881,user,1,32.80495639491334,43.0,snap_b65ab0cef6cd9077,1.1.0
USR-00882,user,2,37.666878521952924,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00883,user,5,29.941851416611705,33.0,snap_b65ab0cef6cd9077,1.1.0
USR-00884,user,1,17.526053638004356,19.0,snap_b65ab0cef6cd9077,1.1.0
USR-00885,user,0,32.54934091783277,51.0,snap_b65ab0cef6cd9077,1.1.0
USR-00886,user,3,29.999978407477343,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00887,user,1,25.71771466588066,25.0,snap_b65ab0cef6cd9077,1.1.0
USR-00888,user,0,23.5455728354545,32.0,snap_b65ab0cef6cd9077,1.1.0
USR-00889,user,0,41.11883217458676,54.0,snap_b65ab0cef6cd9077,1.1.0
USR-00890,user,2,15.138298992909093,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00891,user,3,39.246646511992715,46.0,snap_b65ab0cef6cd9077,1.1.0
USR-00892,user,5,21.490920365445437,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00893,user,3,24.217203105155836,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00894,user,0,16.55616463167549,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00895,user,4,25.9978792038972,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00896,user,5,14.551898787784818,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00897,user,3,25.556224513252708,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00898,user,3,35.48741495355287,47.0,snap_b65ab0cef6cd9077,1.1.0
USR-00899,user,4,26.707633912184768,30.0,snap_b65ab0cef6cd9077,1.1.0
USR-00900,user,1,41.32663609810641,50.0,snap_b65ab0cef6cd9077,1.1.0
USR-00901,user,1,25.253484358377833,41.0,snap_b65ab0cef6cd9077,1.1.0
USR-00902,user,3,47.89815357543112,66.0,snap_b65ab0cef6cd9077,1.1.0
USR-00903,user,3,29.22559843244641,29.0,snap_b65ab0cef6cd9077,1.1.0
USR-00904,user,1,27.899498079361347,35.0,snap_b65ab0cef6cd9077,1.1.0
USR-00905,user,5,42.88209973438748,48.0,snap_b65ab0cef6cd9077,1.1.0
USR-00906,user,2,38.94389497601615,52.0,snap_b65ab0cef6cd9077,1.1.0
USR-00907,user,1,15.253031547696615,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00908,user,0,20.663543246565,22.0,snap_b65ab0cef6cd9077,1.1.0
USR-00909,user,3,17.298206893230876,17.0,snap_b65ab0cef6cd9077,1.1.0
USR-00910,user,3,28.069755708489883,36.0,snap_b65ab0cef6cd9077,1.1.0
USR-00911,user,4,23.262804495049995,24.0,snap_b65ab0cef6cd9077,1.1.0
USR-00912,user,5,28.18136723987474,27.0,snap_b65ab0cef6cd9077,1.1.0
USR-00913,user,5,18.803200910326147,20.0,snap_b65ab0cef6cd9077,1.1.0
USR-00914,user,5,25.74956855943086,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00915,user,5,20.433647771806474,26.0,snap_b65ab0cef6cd9077,1.1.0
USR-00916,user,5,33.72050133265672,53.0,snap_b65ab0cef6cd9077,1.1.0
USR-00917,user,0,17.667857854158896,18.0,snap_b65ab0cef6cd9077,1.1.0
USR-00918,user,0,29.195824012343063,37.0,snap_b65ab0cef6cd9077,1.1.0
USR-00919,user,3,25.832450454704343,28.0,snap_b65ab0cef6cd9077,1.1.0
